 numeroProcesos; repeticiones; tiempoTotal;
1; 20041299; 54.606595;
2; 15377459; 22.697416;
3; 9893078; 10.137581;
4; 12756133; 10.312242;
5; 19019097; 11.515467;
6; 15329544; 8.848755;
7; 22161442; 10.060548;
8; 18163375; 8.212077;
16; 28586676; 10.513486;
32; 13679667; 7.824072;
64; 19660459; 12.612709;
128; 11418894; 20.364948;
256; 23187310; 80.644446;

