 numeroProcesos; repeticiones; tiempoTotal;
1; 20041299; 54.580535;
2; 15584481; 22.472143;
3; 11210536; 10.981688;
4; 15320168; 11.647860;
5; 20049497; 11.830373;
6; 17691184; 8.876851;
7; 21401396; 8.967275;
8; 18734980; 7.670456;
16; 23920301; 5.226221;
32; 15436679; 2.579496;
64; 23001244; 6.509439;
128; 19781782; 6.561924;
256; 38218992; 28.931363;
